DepAirportCode,DepSchedDate,DepSchedTime,DepActualDate,DepActualTime,DepStatusCode,DepStatusDesc,ArrivalAirportCode,ArrSchedDate,ArrSchedTime,ArrActualDate,ArrActualTime,ArrStatusCode,ArrStatusDesc,OpAirlineID,OpFlightNumber,AircraftCode,MarkAirlineID,MarkFlightNumber
FRA,2023-07-06,10:15,,11:05,DP,Flight Departed,CAI,2023-07-06,15:20,2023-07-06,16:15,LD,Flight Landed,LH,582,321,,
FRA,2023-07-06,22:00,,22:27,DP,Flight Departed,CAI,2023-07-07,03:05,2023-07-07,03:15,OT,Flight On Time,LH,584,32Q,,
CAI,2023-07-06,05:25,,05:24,DP,Flight Departed,FRA,2023-07-06,08:55,2023-07-06,08:38,LD,Flight Landed,LH,585,32Q,,
CAI,2023-07-06,16:20,,17:12,DP,Flight Departed,FRA,2023-07-06,19:50,2023-07-06,20:10,LD,Flight Landed,LH,583,321,,
BAH,2023-07-05,23:45,,00:06,DP,Flight Departed,RUH,2023-07-06,01:05,2023-07-06,01:13,LD,Flight Landed,LH,637,333,,
BAH,2023-07-06,23:45,,00:10,DP,Flight Departed,RUH,2023-07-07,01:05,2023-07-07,01:13,LD,Flight Landed,LH,637,333,,
LYS,2023-07-13,00:30,2023-07-13,01:35,DP,Flight Departed,MXP,2023-07-13,01:15,2023-07-13,02:23,LD,Flight Landed,LH,258,32A,,
FRA,2023-07-13,06:50,2023-07-13,06:51,DP,Flight Departed,CTA,2023-07-13,09:10,2023-07-13,09:15,LD,Flight Landed,LH,306,320,NH,5875
CTA,2023-07-13,10:10,2023-07-13,10:22,DP,Flight Departed,FRA,2023-07-13,12:50,2023-07-13,12:56,LD,Flight Landed,LH,307,320,,
FRA,2023-07-13,16:05,2023-07-13,16:13,DP,Flight Departed,OLB,2023-07-13,17:55,2023-07-13,17:54,LD,Flight Landed,CL,320,CR9,,
OLB,2023-07-13,18:35,2023-07-13,18:35,OT,Flight On Time,FRA,2023-07-13,20:30,2023-07-13,20:30,OT,Flight On Time,CL,321,CR9,,
FRA,2023-07-13,08:25,2023-07-13,08:26,DP,Flight Departed,PMO,2023-07-13,10:40,2023-07-13,10:42,LD,Flight Landed,LH,338,32A,,
PMO,2023-07-13,11:30,2023-07-13,11:35,DP,Flight Departed,FRA,2023-07-13,14:00,2023-07-13,13:54,LD,Flight Landed,LH,339,32A,,
FRA,2023-07-13,15:55,2023-07-13,16:41,DP,Flight Departed,CAG,2023-07-13,17:50,2023-07-13,18:30,LD,Flight Landed,LH,340,320,AC,9680
CAG,2023-07-13,18:40,,,DL,Flight Delayed,FRA,2023-07-13,20:50,2023-07-13,21:18,DL,Flight Delayed,LH,341,320,,
FRA,2023-07-13,13:25,2023-07-13,13:48,DP,Flight Departed,EWR,2023-07-13,15:50,2023-07-13,15:55,OT,Flight On Time,LH,402,74H,,
EWR,2023-07-13,18:10,2023-07-13,18:10,OT,Flight On Time,FRA,2023-07-14,07:30,2023-07-14,07:30,OT,Flight On Time,LH,403,74H,,
MUC,2023-07-13,12:10,2023-07-13,12:33,DP,Flight Departed,JFK,2023-07-13,15:00,2023-07-13,14:49,OT,Flight On Time,LH,410,388,,
JFK,2023-07-13,17:30,2023-07-13,17:30,OT,Flight On Time,MUC,2023-07-14,07:35,2023-07-14,07:35,OT,Flight On Time,LH,411,388,,
MUC,2023-07-13,15:45,2023-07-13,16:01,DP,Flight Departed,EWR,2023-07-13,18:45,2023-07-13,18:50,OT,Flight On Time,LH,412,346,,
EWR,2023-07-13,20:30,2023-07-13,20:30,OT,Flight On Time,MUC,2023-07-14,10:20,2023-07-14,10:20,OT,Flight On Time,LH,413,346,,
MUC,2023-07-13,16:20,2023-07-13,17:38,DP,Flight Departed,IAD,2023-07-13,19:40,2023-07-13,20:28,DL,Flight Delayed,LH,414,346,UA,8785
IAD,2023-07-13,22:20,2023-07-13,22:20,OT,Flight On Time,MUC,2023-07-14,12:45,2023-07-14,12:45,OT,Flight On Time,LH,415,346,UA,8784
MUC,2023-07-13,15:35,2023-07-13,15:58,DP,Flight Departed,BOS,2023-07-13,17:50,2023-07-13,17:53,OT,Flight On Time,LH,424,388,,
BOS,2023-07-13,20:05,2023-07-13,20:05,OT,Flight On Time,MUC,2023-07-14,09:15,2023-07-14,09:15,OT,Flight On Time,LH,425,388,,
MUC,2023-07-13,12:30,2023-07-13,13:40,DP,Flight Departed,CLT,2023-07-13,16:25,2023-07-13,17:18,DL,Flight Delayed,LH,428,346,,
CLT,2023-07-13,18:30,,,DL,Flight Delayed,MUC,2023-07-14,09:15,2023-07-14,10:00,DL,Flight Delayed,LH,429,346,,
FRA,2023-07-13,10:10,2023-07-13,10:25,DP,Flight Departed,DFW,2023-07-13,13:40,2023-07-13,13:44,OT,Flight On Time,LH,438,78S,,
DFW,2023-07-13,15:40,2023-07-13,15:40,OT,Flight On Time,FRA,2023-07-14,08:15,2023-07-14,08:15,OT,Flight On Time,LH,439,78S,,
FRA,2023-07-13,10:00,2023-07-13,10:27,DP,Flight Departed,IAH,2023-07-13,13:35,2023-07-13,13:50,OT,Flight On Time,LH,440,74H,,
IAH,2023-07-13,15:45,2023-07-13,15:45,OT,Flight On Time,FRA,2023-07-14,08:15,2023-07-14,08:15,OT,Flight On Time,LH,441,74H,,
FRA,2023-07-13,10:40,2023-07-13,11:06,DP,Flight Departed,DTW,2023-07-13,13:25,2023-07-13,13:23,OT,Flight On Time,LH,442,78S,UA,9196
DTW,2023-07-13,15:45,2023-07-13,15:45,OT,Flight On Time,FRA,2023-07-14,05:35,2023-07-14,05:35,OT,Flight On Time,LH,443,78S,UA,9197
FRA,2023-07-13,10:15,2023-07-13,12:33,DP,Flight Departed,ATL,2023-07-13,14:15,2023-07-13,16:01,DL,Flight Delayed,4Y,444,333,,
ATL,2023-07-13,16:10,,,DL,Flight Delayed,FRA,2023-07-14,07:05,2023-07-14,08:45,DL,Flight Delayed,4Y,445,333,,
FRA,2023-07-13,13:15,2023-07-13,13:49,DP,Flight Departed,DEN,2023-07-13,15:40,2023-07-13,15:45,OT,Flight On Time,LH,446,78S,UA,8878
DEN,2023-07-13,17:35,2023-07-13,17:35,OT,Flight On Time,FRA,2023-07-14,11:10,2023-07-14,11:10,OT,Flight On Time,LH,447,78S,UA,8879
MUC,2023-07-13,12:20,2023-07-13,12:44,DP,Flight Departed,LAX,2023-07-13,15:20,2023-07-13,15:04,FE,Flight Early,LH,452,359,,
LAX,2023-07-13,17:10,2023-07-13,17:10,OT,Flight On Time,MUC,2023-07-14,13:15,2023-07-14,13:15,OT,Flight On Time,LH,453,359,,
FRA,2023-07-13,10:25,2023-07-13,10:49,DP,Flight Departed,SFO,2023-07-13,12:40,2023-07-13,12:47,OT,Flight On Time,LH,454,74H,,
SFO,2023-07-13,14:40,2023-07-13,14:40,OT,Flight On Time,FRA,2023-07-14,10:25,2023-07-14,10:25,OT,Flight On Time,LH,455,74H,,
MUC,2023-07-13,16:20,2023-07-13,16:45,DP,Flight Departed,SFO,2023-07-13,19:00,2023-07-13,18:55,OT,Flight On Time,LH,458,359,,
FRA,2023-07-13,10:50,2023-07-13,11:32,DP,Flight Departed,MIA,2023-07-13,14:40,2023-07-13,14:44,OT,Flight On Time,LH,462,74H,,
MIA,2023-07-13,16:45,2023-07-13,16:45,OT,Flight On Time,FRA,2023-07-14,07:50,2023-07-14,07:50,OT,Flight On Time,LH,463,74H,,
MUC,2023-07-13,12:35,2023-07-13,13:22,DP,Flight Departed,SAN,2023-07-13,15:25,2023-07-13,15:40,OT,Flight On Time,LH,466,359,UA,8918
SAN,2023-07-13,17:15,2023-07-13,17:15,OT,Flight On Time,MUC,2023-07-14,13:20,2023-07-14,13:20,OT,Flight On Time,LH,467,359,UA,8932
FRA,2023-07-13,13:55,2023-07-13,14:55,DP,Flight Departed,YYZ,2023-07-13,16:20,2023-07-13,16:52,DL,Flight Delayed,LH,470,744,AC,9105
MUC,2023-07-13,16:50,2023-07-13,17:25,DP,Flight Departed,YUL,2023-07-13,19:00,2023-07-13,19:13,OT,Flight On Time,LH,474,35S,AC,9099
YUL,2023-07-13,20:50,2023-07-13,20:50,OT,Flight On Time,MUC,2023-07-14,10:10,2023-07-14,10:10,OT,Flight On Time,LH,475,35S,AC,9098
MUC,2023-07-13,15:30,2023-07-13,16:30,DP,Flight Departed,YVR,2023-07-13,16:45,2023-07-13,17:16,DL,Flight Delayed,LH,476,35S,AC,9433
YVR,2023-07-13,18:25,,,DL,Flight Delayed,MUC,2023-07-14,13:10,2023-07-14,13:35,DL,Flight Delayed,LH,477,35S,AC,9432
FRA,2023-07-13,14:20,2023-07-13,15:00,DP,Flight Departed,YUL,2023-07-13,16:05,2023-07-13,16:22,DL,Flight Delayed,LH,478,78S,AC,9633
YUL,2023-07-13,18:05,2023-07-13,18:05,OT,Flight On Time,FRA,2023-07-14,07:05,2023-07-14,07:05,OT,Flight On Time,LH,479,78S,AC,9634
MUC,2023-07-13,11:55,2023-07-13,12:17,DP,Flight Departed,DEN,2023-07-13,14:25,2023-07-13,14:21,OT,Flight On Time,LH,480,359,UA,9459
DEN,2023-07-13,16:10,2023-07-13,16:10,OT,Flight On Time,MUC,2023-07-14,09:50,2023-07-14,09:50,OT,Flight On Time,LH,481,359,UA,9458
FRA,2023-07-13,10:45,2023-07-13,10:48,DP,Flight Departed,SEA,2023-07-13,12:20,2023-07-13,11:57,FE,Flight Early,LH,490,333,,
SEA,2023-07-13,14:20,2023-07-13,14:20,OT,Flight On Time,FRA,2023-07-14,09:20,2023-07-14,09:20,OT,Flight On Time,LH,491,333,,
FRA,2023-07-13,13:20,2023-07-13,13:48,DP,Flight Departed,YVR,2023-07-13,14:15,2023-07-13,14:20,OT,Flight On Time,LH,492,744,,
YVR,2023-07-13,16:25,2023-07-13,16:25,OT,Flight On Time,FRA,2023-07-14,10:55,2023-07-14,10:55,OT,Flight On Time,LH,493,744,,
MUC,2023-07-13,15:50,2023-07-13,16:40,DP,Flight Departed,YYZ,2023-07-13,18:40,2023-07-13,19:12,DL,Flight Delayed,LH,494,359,AC,9603
YYZ,2023-07-13,20:30,,,DL,Flight Delayed,MUC,2023-07-14,10:15,2023-07-14,10:40,DL,Flight Delayed,LH,495,359,AC,9614
FRA,2023-07-13,13:35,2023-07-13,14:07,DP,Flight Departed,MEX,2023-07-13,17:30,2023-07-13,17:18,OT,Flight On Time,LH,498,74H,,
MEX,2023-07-13,19:50,2023-07-13,19:50,OT,Flight On Time,FRA,2023-07-14,14:45,2023-07-14,14:45,OT,Flight On Time,LH,499,74H,,
MUC,2023-07-13,12:15,2023-07-13,12:55,DP,Flight Departed,GIG,2023-07-13,19:05,2023-07-13,19:16,OT,Flight On Time,LH,500,359,,
GIG,2023-07-13,20:50,2023-07-13,20:50,OT,Flight On Time,MUC,2023-07-14,13:15,2023-07-14,13:15,OT,Flight On Time,LH,501,359,,
FRA,2023-07-13,22:05,2023-07-13,22:05,OT,Flight On Time,GRU,2023-07-14,04:50,2023-07-14,04:50,OT,Flight On Time,LH,506,74H,,
GRU,2023-07-13,18:15,2023-07-13,18:15,OT,Flight On Time,FRA,2023-07-14,10:45,2023-07-14,10:45,OT,Flight On Time,LH,507,74H,,
FRA,2023-07-13,21:40,2023-07-13,21:40,OT,Flight On Time,EZE,2023-07-14,06:25,2023-07-14,06:25,OT,Flight On Time,LH,510,74H,,
EZE,2023-07-13,16:45,2023-07-13,16:45,OT,Flight On Time,FRA,2023-07-14,11:00,2023-07-14,11:00,OT,Flight On Time,LH,511,74H,,
FRA,2023-07-13,13:55,2023-07-13,14:03,DP,Flight Departed,SJO,2023-07-13,17:55,2023-07-13,18:02,OT,Flight On Time,LH,518,343,,
SJO,2023-07-13,19:45,2023-07-13,19:45,OT,Flight On Time,FRA,2023-07-14,15:05,2023-07-14,15:05,OT,Flight On Time,LH,519,343,,
FRA,2023-07-13,13:35,2023-07-13,14:16,DP,Flight Departed,BOG,2023-07-13,17:55,2023-07-13,18:31,DL,Flight Delayed,LH,542,346,,
BOG,2023-07-13,23:30,2023-07-13,23:30,OT,Flight On Time,FRA,2023-07-14,17:40,2023-07-14,17:40,OT,Flight On Time,LH,543,346,,
FRA,2023-07-13,22:00,2023-07-13,22:00,OT,Flight On Time,LAD,2023-07-14,05:30,2023-07-14,05:30,OT,Flight On Time,LH,560,343,,
FRA,2023-07-13,11:15,2023-07-13,11:39,DP,Flight Departed,LOS,2023-07-13,16:45,2023-07-13,16:56,LD,Flight Landed,LH,568,333,,
LOS,2023-07-13,17:30,2023-07-13,17:39,DP,Flight Departed,SSG,2023-07-13,19:05,2023-07-13,19:05,OT,Flight On Time,LH,568,333,,
SSG,2023-07-13,20:20,2023-07-13,20:20,OT,Flight On Time,LOS,2023-07-13,21:50,2023-07-13,21:50,OT,Flight On Time,LH,569,333,,
LOS,2023-07-13,23:00,2023-07-13,23:00,OT,Flight On Time,FRA,2023-07-14,06:30,2023-07-14,06:30,OT,Flight On Time,LH,569,333,,
FRA,2023-07-13,22:05,2023-07-13,22:05,OT,Flight On Time,JNB,2023-07-14,08:30,2023-07-14,08:30,OT,Flight On Time,LH,572,74H,,
JNB,2023-07-13,19:00,2023-07-13,19:00,OT,Flight On Time,FRA,2023-07-14,05:35,2023-07-14,05:35,OT,Flight On Time,LH,573,74H,,
FRA,2023-07-13,22:15,2023-07-13,22:15,OT,Flight On Time,CPT,2023-07-14,09:55,2023-07-14,09:55,OT,Flight On Time,LH,576,343,UA,9574
CPT,2023-07-13,17:45,2023-07-13,17:48,DP,Flight Departed,FRA,2023-07-14,05:30,2023-07-14,05:34,OT,Flight On Time,LH,577,343,UA,9587
MUC,2023-07-13,21:30,2023-07-13,21:30,OT,Flight On Time,CAI,2023-07-14,02:10,2023-07-14,02:10,OT,Flight On Time,LH,586,32Q,,
CAI,2023-07-13,03:10,2023-07-13,03:39,DP,Flight Departed,MUC,2023-07-13,06:05,2023-07-13,06:15,LD,Flight Landed,LH,587,32Q,,
FRA,2023-07-13,11:25,2023-07-13,11:56,DP,Flight Departed,NBO,2023-07-13,21:30,2023-07-13,21:55,DL,Flight Delayed,LH,590,333,,
FRA,2023-07-13,11:15,2023-07-13,11:50,DP,Flight Departed,ABV,2023-07-13,16:20,2023-07-13,16:36,LD,Flight Landed,LH,594,343,,
ABV,2023-07-13,17:05,2023-07-13,17:13,DP,Flight Departed,PHC,2023-07-13,18:15,2023-07-13,18:11,OT,Flight On Time,LH,594,343,UA,9002
PHC,2023-07-13,20:00,2023-07-13,20:00,OT,Flight On Time,ABV,2023-07-13,21:10,2023-07-13,21:10,OT,Flight On Time,LH,595,343,UA,9021
ABV,2023-07-13,22:20,2023-07-13,22:20,OT,Flight On Time,FRA,2023-07-14,05:30,2023-07-14,05:30,OT,Flight On Time,LH,595,343,,
FRA,2023-07-13,14:30,2023-07-13,15:07,DP,Flight Departed,IKA,2023-07-13,21:00,2023-07-13,21:13,OT,Flight On Time,LH,600,343,,
IKA,2023-07-13,01:45,2023-07-13,03:08,DP,Flight Departed,FRA,2023-07-13,05:45,2023-07-13,06:56,LD,Flight Landed,LH,601,343,,
FRA,2023-07-13,13:55,2023-07-13,16:57,DP,Flight Departed,GYD,2023-07-13,20:40,2023-07-13,23:26,DL,Flight Delayed,LH,612,32N,,
FRA,2023-07-13,13:35,2023-07-13,14:02,DP,Flight Departed,KWI,2023-07-13,20:10,2023-07-13,20:47,DL,Flight Delayed,LH,624,333,,
KWI,2023-07-13,21:00,2023-07-13,21:00,OT,Flight On Time,DMM,2023-07-13,22:10,2023-07-13,22:10,OT,Flight On Time,LH,624,333,,
KWI,2023-07-13,01:45,2023-07-13,01:35,DP,Flight Departed,FRA,2023-07-13,07:05,2023-07-13,06:48,LD,Flight Landed,LH,625,333,,
DMM,2023-07-13,23:40,2023-07-13,23:40,OT,Flight On Time,KWI,2023-07-14,00:45,2023-07-14,00:45,OT,Flight On Time,LH,625,333,,
FRA,2023-07-13,14:10,2023-07-13,14:57,DP,Flight Departed,DXB,2023-07-13,22:35,2023-07-13,23:31,DL,Flight Delayed,LH,630,333,,
DXB,2023-07-13,00:50,2023-07-13,12:55,DP,Flight Departed,FRA,2023-07-13,05:45,2023-07-13,17:38,LD,Flight Landed,LH,631,343,,
FRA,2023-07-13,13:10,2023-07-13,13:38,DP,Flight Departed,RUH,2023-07-13,19:55,2023-07-13,20:11,DL,Flight Delayed,LH,636,333,,
RUH,2023-07-13,20:45,2023-07-13,20:45,OT,Flight On Time,BAH,2023-07-13,22:00,2023-07-13,22:00,OT,Flight On Time,LH,636,333,,
RUH,2023-07-13,01:55,2023-07-13,02:33,DP,Flight Departed,FRA,2023-07-13,07:20,2023-07-13,07:35,LD,Flight Landed,LH,637,333,,
NQZ,2023-07-13,00:10,2023-07-13,00:03,DP,Flight Departed,ALA,2023-07-13,01:55,2023-07-13,01:53,LD,Flight Landed,LH,646,333,,
ALA,2023-07-13,04:00,2023-07-13,03:52,DP,Flight Departed,FRA,2023-07-13,08:15,2023-07-13,07:56,LD,Flight Landed,LH,647,333,,
HAM,2023-07-13,06:00,,10:04,DP,Flight Departed,FRA,2023-07-13,07:10,2023-07-13,11:21,LD,Flight Landed,LH,001,321,,
HAM,2023-07-13,07:00,,,NO,No Status,FRA,2023-07-13,08:10,,,NO,No Status,LH,005,321,,
HAM,2023-07-13,07:30,,11:13,DP,Flight Departed,FRA,2023-07-13,08:40,2023-07-13,12:21,LD,Flight Landed,LH,007,321,,
HAM,2023-07-13,08:30,,,NO,No Status,FRA,2023-07-13,09:40,,,NO,No Status,LH,009,32Q,,
HAM,2023-07-13,09:30,,12:13,DP,Flight Departed,FRA,2023-07-13,10:40,2023-07-13,13:13,LD,Flight Landed,LH,011,32N,,
HAM,2023-07-13,10:00,,,NO,No Status,FRA,2023-07-13,11:10,,,NO,No Status,LH,013,321,,
HAM,2023-07-13,11:00,,11:57,DP,Flight Departed,FRA,2023-07-13,12:10,2023-07-13,13:03,LD,Flight Landed,LH,015,321,,
HAM,2023-07-13,14:00,,15:11,DP,Flight Departed,FRA,2023-07-13,15:10,2023-07-13,16:23,LD,Flight Landed,LH,021,321,,
HAM,2023-07-13,15:00,,15:54,DP,Flight Departed,FRA,2023-07-13,16:10,2023-07-13,16:53,LD,Flight Landed,LH,023,321,,
HAM,2023-07-13,17:00,,18:39,DP,Flight Departed,FRA,2023-07-13,18:10,2023-07-13,19:27,DL,Flight Delayed,LH,027,78S,,
HAM,2023-07-13,18:00,,18:11,DP,Flight Departed,FRA,2023-07-13,19:10,2023-07-13,19:00,OT,Flight On Time,LH,029,321,,
HAM,2023-07-13,20:00,,20:00,OT,Flight On Time,FRA,2023-07-13,21:10,2023-07-13,21:10,OT,Flight On Time,LH,033,321,,
FRA,2023-07-13,06:50,,06:51,DP,Flight Departed,BRE,2023-07-13,07:45,2023-07-13,07:39,LD,Flight Landed,CL,350,CR9,,
FRA,2023-07-13,09:55,,10:00,DP,Flight Departed,BRE,2023-07-13,10:50,2023-07-13,10:56,LD,Flight Landed,CL,352,E90,,
FRA,2023-07-13,12:55,,13:06,DP,Flight Departed,BRE,2023-07-13,13:50,2023-07-13,14:13,LD,Flight Landed,LH,354,319,,
FRA,2023-07-13,16:55,,17:13,DP,Flight Departed,BRE,2023-07-13,17:50,2023-07-13,18:07,LD,Flight Landed,LH,356,319,,
FRA,2023-07-13,21:25,,21:25,OT,Flight On Time,BRE,2023-07-13,22:20,2023-07-13,22:20,OT,Flight On Time,LH,360,319,,
FRA,2023-07-13,06:15,,06:14,DP,Flight Departed,BER,2023-07-13,07:25,2023-07-13,07:14,LD,Flight Landed,LH,172,32M,,
FRA,2023-07-13,06:45,,06:44,DP,Flight Departed,BER,2023-07-13,07:55,2023-07-13,07:44,LD,Flight Landed,LH,170,321,,
FRA,2023-07-13,07:45,,07:44,DP,Flight Departed,BER,2023-07-13,08:55,2023-07-13,08:55,LD,Flight Landed,LH,174,32Q,,
FRA,2023-07-13,08:45,,08:59,DP,Flight Departed,BER,2023-07-13,09:55,2023-07-13,10:02,LD,Flight Landed,LH,176,321,,
FRA,2023-07-13,09:45,,11:46,DP,Flight Departed,BER,2023-07-13,10:55,2023-07-13,12:57,LD,Flight Landed,LH,178,321,,
FRA,2023-07-13,11:45,,12:22,DP,Flight Departed,BER,2023-07-13,12:55,2023-07-13,13:27,LD,Flight Landed,LH,182,32Q,,
FRA,2023-07-13,12:45,,12:51,DP,Flight Departed,BER,2023-07-13,13:55,2023-07-13,13:53,LD,Flight Landed,LH,184,321,,
FRA,2023-07-13,15:45,,16:38,DP,Flight Departed,BER,2023-07-13,16:55,2023-07-13,17:39,LD,Flight Landed,LH,190,32Q,,
FRA,2023-07-13,16:45,,16:53,DP,Flight Departed,BER,2023-07-13,17:55,2023-07-13,17:54,LD,Flight Landed,LH,192,321,,
FRA,2023-07-13,17:45,,18:09,DP,Flight Departed,BER,2023-07-13,18:55,2023-07-13,19:11,DL,Flight Delayed,LH,194,321,,
FRA,2023-07-13,19:45,,19:45,OT,Flight On Time,BER,2023-07-13,20:55,2023-07-13,20:55,OT,Flight On Time,LH,200,32Q,,
FRA,2023-07-13,20:15,,20:15,OT,Flight On Time,BER,2023-07-13,21:25,2023-07-13,21:25,OT,Flight On Time,LH,044,321,,
BER,2023-07-13,06:45,,06:48,DP,Flight Departed,FRA,2023-07-13,07:55,2023-07-13,07:55,LD,Flight Landed,LH,173,321,,
BER,2023-07-13,07:15,,07:20,DP,Flight Departed,FRA,2023-07-13,08:25,2023-07-13,08:31,LD,Flight Landed,LH,045,321,,
BER,2023-07-13,07:45,,08:14,DP,Flight Departed,FRA,2023-07-13,08:55,2023-07-13,09:28,LD,Flight Landed,LH,175,32Q,,
BER,2023-07-13,08:15,,08:30,DP,Flight Departed,FRA,2023-07-13,09:25,2023-07-13,09:29,LD,Flight Landed,LH,179,32M,,
BER,2023-07-13,08:45,,09:06,DP,Flight Departed,FRA,2023-07-13,09:55,2023-07-13,10:11,LD,Flight Landed,LH,177,321,,
BER,2023-07-13,09:45,,10:05,DP,Flight Departed,FRA,2023-07-13,10:55,2023-07-13,11:04,LD,Flight Landed,LH,181,32Q,,
BER,2023-07-13,10:45,,11:06,DP,Flight Departed,FRA,2023-07-13,11:55,2023-07-13,12:10,LD,Flight Landed,LH,183,321,,
BER,2023-07-13,11:45,,14:10,DP,Flight Departed,FRA,2023-07-13,12:55,2023-07-13,15:31,LD,Flight Landed,LH,185,321,,
BER,2023-07-13,13:45,,14:38,DP,Flight Departed,FRA,2023-07-13,14:55,2023-07-13,15:34,LD,Flight Landed,LH,189,32Q,,
BER,2023-07-13,14:45,,14:49,DP,Flight Departed,FRA,2023-07-13,15:55,2023-07-13,15:48,LD,Flight Landed,LH,191,321,,
BER,2023-07-13,17:45,,,DL,Flight Delayed,FRA,2023-07-13,18:55,2023-07-13,19:19,DL,Flight Delayed,LH,197,32Q,,
BER,2023-07-13,18:45,,18:45,OT,Flight On Time,FRA,2023-07-13,19:55,2023-07-13,19:55,OT,Flight On Time,LH,199,321,,
BER,2023-07-13,19:45,,,DL,Flight Delayed,FRA,2023-07-13,20:55,2023-07-13,21:04,OT,Flight On Time,LH,201,321,,
FRA,2023-07-13,07:00,,06:58,DP,Flight Departed,HAJ,2023-07-13,07:50,2023-07-13,07:45,LD,Flight Landed,LH,046,320,,
FRA,2023-07-13,09:15,,09:27,DP,Flight Departed,HAJ,2023-07-13,10:05,2023-07-13,10:10,LD,Flight Landed,LH,048,32A,,
FRA,2023-07-13,17:10,,17:19,DP,Flight Departed,HAJ,2023-07-13,18:00,2023-07-13,18:06,LD,Flight Landed,LH,054,32N,,
FRA,2023-07-13,22:15,,22:15,OT,Flight On Time,HAJ,2023-07-13,23:05,2023-07-13,23:05,OT,Flight On Time,LH,058,32N,,
HAJ,2023-07-13,06:00,,06:01,DP,Flight Departed,FRA,2023-07-13,06:55,2023-07-13,06:52,LD,Flight Landed,LH,049,319,,
HAJ,2023-07-13,08:35,,08:43,DP,Flight Departed,FRA,2023-07-13,09:30,2023-07-13,09:32,LD,Flight Landed,LH,051,320,,
HAJ,2023-07-13,10:45,,11:02,DP,Flight Departed,FRA,2023-07-13,11:40,2023-07-13,11:58,LD,Flight Landed,LH,053,32A,,
HAJ,2023-07-13,18:40,,18:48,DP,Flight Departed,FRA,2023-07-13,19:35,2023-07-13,19:35,OT,Flight On Time,LH,059,32N,,
FRA,2023-07-13,13:15,,14:03,DP,Flight Departed,FMO,2023-07-13,14:00,2023-07-13,14:48,LD,Flight Landed,CL,064,CR9,,
FRA,2023-07-13,16:50,,17:36,DP,Flight Departed,FMO,2023-07-13,17:35,2023-07-13,18:24,LD,Flight Landed,CL,066,CR9,,
FRA,2023-07-13,21:00,,21:00,OT,Flight On Time,FMO,2023-07-13,21:45,2023-07-13,21:45,OT,Flight On Time,CL,068,CR9,,
FMO,2023-07-13,06:15,,,NO,No Status,FRA,2023-07-13,07:05,,,NO,No Status,CL,063,CR9,,
FMO,2023-07-13,14:35,,15:23,DP,Flight Departed,FRA,2023-07-13,15:25,2023-07-13,16:12,LD,Flight Landed,CL,067,CR9,,
FMO,2023-07-13,18:25,,,DL,Flight Delayed,FRA,2023-07-13,19:15,2023-07-13,19:49,DL,Flight Delayed,CL,069,CR9,,
FRA,2023-07-13,07:15,,07:40,DP,Flight Departed,DUS,2023-07-13,08:00,2023-07-13,08:19,LD,Flight Landed,LH,072,320,,
FRA,2023-07-13,09:00,,09:04,DP,Flight Departed,DUS,2023-07-13,09:45,2023-07-13,09:45,LD,Flight Landed,LH,074,32A,,
FRA,2023-07-13,17:20,,18:15,DP,Flight Departed,DUS,2023-07-13,18:05,2023-07-13,18:59,DL,Flight Delayed,LH,084,319,,
FRA,2023-07-13,21:20,,21:20,OT,Flight On Time,DUS,2023-07-13,22:05,2023-07-13,22:05,OT,Flight On Time,LH,088,319,,
DUS,2023-07-13,06:05,,,NO,No Status,FRA,2023-07-13,06:55,,,NO,No Status,LH,073,319,,
DUS,2023-07-13,08:45,,09:31,DP,Flight Departed,FRA,2023-07-13,09:35,2023-07-13,10:12,LD,Flight Landed,LH,075,320,,
DUS,2023-07-13,10:35,,10:40,DP,Flight Departed,FRA,2023-07-13,11:25,2023-07-13,11:28,LD,Flight Landed,LH,077,32A,,
DUS,2023-07-13,19:00,,,DL,Flight Delayed,FRA,2023-07-13,19:50,2023-07-13,20:23,DL,Flight Delayed,LH,087,319,,
MUC,2023-07-13,07:00,,07:02,DP,Flight Departed,FRA,2023-07-13,08:00,2023-07-13,07:53,LD,Flight Landed,LH,093,32N,,
MUC,2023-07-13,09:00,,09:23,DP,Flight Departed,FRA,2023-07-13,10:00,2023-07-13,10:22,LD,Flight Landed,LH,099,321,,
MUC,2023-07-13,10:00,,10:11,DP,Flight Departed,FRA,2023-07-13,11:00,2023-07-13,11:09,LD,Flight Landed,LH,101,320,,
MUC,2023-07-13,11:00,,11:16,DP,Flight Departed,FRA,2023-07-13,12:00,2023-07-13,12:28,LD,Flight Landed,LH,103,320,,
MUC,2023-07-13,12:00,,12:38,DP,Flight Departed,FRA,2023-07-13,13:00,2023-07-13,13:27,LD,Flight Landed,LH,105,32M,,
MUC,2023-07-13,14:00,,14:20,DP,Flight Departed,FRA,2023-07-13,15:00,2023-07-13,15:17,LD,Flight Landed,LH,109,32A,,
MUC,2023-07-13,15:00,,16:07,DP,Flight Departed,FRA,2023-07-13,16:00,2023-07-13,17:03,LD,Flight Landed,LH,111,32A,,
MUC,2023-07-13,17:00,,17:09,DP,Flight Departed,FRA,2023-07-13,18:00,2023-07-13,17:59,LD,Flight Landed,LH,115,321,,
