DepAirportCode,DepSchedDate,DepSchedTime,DepActualDate,DepActualTime,DepStatusCode,DepStatusDesc,ArrivalAirportCode,ArrSchedDate,ArrSchedTime,ArrActualDate,ArrActualTime,ArrStatusCode,ArrStatusDesc,OpAirlineID,OpFlightNumber,AircraftCode,MarkAirlineID,MarkFlightNumber
FRA,2023-07-18,09:50,,09:53,DP,Flight Departed,LUX,2023-07-18,10:30,2023-07-18,10:45,LD,Flight Landed,EN,8750,E90,,
FRA,2023-07-18,12:55,,13:06,DP,Flight Departed,LUX,2023-07-18,13:40,2023-07-18,13:53,LD,Flight Landed,CL,394,E90,,
FRA,2023-07-18,17:20,,17:27,DP,Flight Departed,LUX,2023-07-18,18:00,2023-07-18,18:02,LD,Flight Landed,CL,396,CR9,,
FRA,2023-07-18,22:10,,22:11,DP,Flight Departed,LUX,2023-07-18,22:50,2023-07-18,22:49,LD,Flight Landed,CL,398,E90,,
LUX,2023-07-18,06:20,,06:15,DP,Flight Departed,FRA,2023-07-18,07:10,2023-07-18,07:07,LD,Flight Landed,CL,399,E90,,
LUX,2023-07-18,08:25,,08:20,DP,Flight Departed,FRA,2023-07-18,09:15,2023-07-18,09:05,LD,Flight Landed,CL,391,CR9,,
LUX,2023-07-18,11:10,,11:25,DP,Flight Departed,FRA,2023-07-18,12:00,2023-07-18,12:12,LD,Flight Landed,EN,8751,E90,,
LUX,2023-07-18,14:25,,14:31,DP,Flight Departed,FRA,2023-07-18,15:15,2023-07-18,15:19,LD,Flight Landed,CL,395,E90,,
LUX,2023-07-18,18:50,,18:46,DP,Flight Departed,FRA,2023-07-18,19:40,2023-07-18,19:22,LD,Flight Landed,CL,397,CR9,,
FRA,2023-07-18,11:00,,11:08,DP,Flight Departed,JFK,2023-07-18,13:55,2023-07-18,13:47,LD,Flight Landed,LH,400,343,,
FRA,2023-07-18,17:10,,17:15,DP,Flight Departed,JFK,2023-07-18,20:05,2023-07-18,19:40,FE,Flight Early,LH,404,343,,
JFK,2023-07-18,15:45,,15:39,DP,Flight Departed,FRA,2023-07-19,05:40,2023-07-19,05:20,FE,Flight Early,LH,401,343,,
JFK,2023-07-18,21:50,,21:50,OT,Flight On Time,FRA,2023-07-19,11:45,2023-07-19,11:45,OT,Flight On Time,LH,405,343,,
MUC,2023-07-18,15:35,,16:45,DP,Flight Departed,BOS,2023-07-18,17:50,2023-07-18,19:06,LD,Flight Landed,LH,424,388,,
FRA,2023-07-18,10:30,,,NO,No Status,IAD,2023-07-18,13:35,,,NO,No Status,LH,416,333,,
FRA,2023-07-18,13:10,,14:06,DP,Flight Departed,IAD,2023-07-18,15:55,2023-07-18,16:50,LD,Flight Landed,LH,418,74H,,
FRA,2023-07-18,13:25,,13:35,DP,Flight Departed,BOS,2023-07-18,16:05,2023-07-18,15:45,LD,Flight Landed,LH,422,343,,
FRA,2023-07-18,17:35,,17:41,DP,Flight Departed,BOS,2023-07-18,20:15,2023-07-18,19:40,FE,Flight Early,LH,420,343,,
